Species;Period;Abundance;Region
Columbina minuta;MODERN;1;FLORENCIA
Columbina talpacoti;MODERN;8;FLORENCIA
Coragyps atratus;MODERN;13;FLORENCIA
Crotophaga ani;MODERN;80;FLORENCIA
Crotophaga major;MODERN;1;FLORENCIA
Crypturellus cinereus;MODERN;8;FLORENCIA
Crypturellus soui;MODERN;1;FLORENCIA
Cyanerpes caeruleus;MODERN;29;FLORENCIA
Cyanocorax violaceus;MODERN;56;FLORENCIA
Daptrius ater;MODERN;7;FLORENCIA
Dendrocincla fuliginosa;MODERN;20;FLORENCIA
Dendrocolaptes picumnus;MODERN;1;FLORENCIA
Dendroplex picus;MODERN;11;FLORENCIA
Donacobius atricapilla;MODERN;8;FLORENCIA
Doryfera johannae;MODERN;2;FLORENCIA
Dryobates affinis;MODERN;2;FLORENCIA
Dryobates passerinus;MODERN;1;FLORENCIA
Elaenia parvirostris;MODERN;3;FLORENCIA
Empidonomus varius;MODERN;8;FLORENCIA
Euphonia chrysopasta;MODERN;5;FLORENCIA
Euphonia laniirostris;MODERN;7;FLORENCIA
Euphonia minuta;MODERN;1;FLORENCIA
Euphonia xanthogaster;MODERN;4;FLORENCIA
Falco rufigularis;MODERN;1;FLORENCIA
Florisuga mellivora;MODERN;8;FLORENCIA
Galbalcyrhynchus leucotis;MODERN;7;FLORENCIA
Geotrygon montana;MODERN;1;FLORENCIA
Glaucis hirsutus;MODERN;15;FLORENCIA
Glyphorynchus spirurus;MODERN;18;FLORENCIA
Hemitriccus striaticollis;MODERN;18;FLORENCIA
Herpetotheres cachinnans;MODERN;6;FLORENCIA
Hydropsalis climacocerca;MODERN;1;FLORENCIA
Hypocnemis peruviana;MODERN;20;FLORENCIA
Ictinia plumbea;MODERN;1;FLORENCIA
Jacana jacana;MODERN;2;FLORENCIA
Laterallus exilis;MODERN;2;FLORENCIA
Legatus leucophaius;MODERN;19;FLORENCIA
Leistes militaris;MODERN;5;FLORENCIA
Lepidothrix coronata;MODERN;16;FLORENCIA
Leptopogon amaurocephalus;MODERN;31;FLORENCIA
Leptotila rufaxilla;MODERN;16;FLORENCIA
Machaeropterus striolatus;MODERN;24;FLORENCIA
Manacus manacus;MODERN;67;FLORENCIA
Megaceryle torquata;MODERN;5;FLORENCIA
Megarynchus pitangua;MODERN;3;FLORENCIA
Melanerpes cruentatus;MODERN;18;FLORENCIA
Mesembrinibis cayennensis;MODERN;5;FLORENCIA
Metopothrix aurantiaca;MODERN;12;FLORENCIA
Microcerculus marginatus;MODERN;7;FLORENCIA
Milvago chimachima;MODERN;9;FLORENCIA
Mionectes oleagineus;MODERN;21;FLORENCIA
Molothrus bonariensis;MODERN;4;FLORENCIA
Molothrus oryzivorus;MODERN;1;FLORENCIA
Monasa nigrifrons;MODERN;7;FLORENCIA
Mustelirallus albicollis;MODERN;1;FLORENCIA
Myiarchus ferox;MODERN;16;FLORENCIA
Myiarchus tuberculifer;MODERN;12;FLORENCIA
Myiodynastes maculatus;MODERN;13;FLORENCIA
Myiopagis gaimardii;MODERN;1;FLORENCIA
Myiozetetes cayanensis;MODERN;1;FLORENCIA
Myiozetetes granadensis;MODERN;8;FLORENCIA
Myiozetetes similis;MODERN;10;FLORENCIA
Myrmelastes leucostigma;MODERN;1;FLORENCIA
Myrmoborus myotherinus;MODERN;1;FLORENCIA
Nyctibius grandis;MODERN;1;FLORENCIA
Nyctidromus albicollis;MODERN;3;FLORENCIA
Ochthornis littoralis;MODERN;3;FLORENCIA
Opisthocomus hoazin;MODERN;13;FLORENCIA
Ortalis guttata;MODERN;12;FLORENCIA
Orthopsittaca manilatus;MODERN;10;FLORENCIA
Pachyramphus polychopterus;MODERN;14;FLORENCIA
Pandion haliaetus;MODERN;1;FLORENCIA
Paroaria gularis;MODERN;10;FLORENCIA
Patagioenas cayennensis;MODERN;10;FLORENCIA
Penelope jacquacu;MODERN;3;FLORENCIA
Phaeomyias murina;MODERN;7;FLORENCIA
Phaethornis atrimentalis;MODERN;30;FLORENCIA
Phaethornis bourcieri;MODERN;3;FLORENCIA
Phaethornis malaris;MODERN;2;FLORENCIA
Pheugopedius coraya;MODERN;1;FLORENCIA
Phimosus infuscatus;MODERN;1;FLORENCIA
Piaya cayana;MODERN;5;FLORENCIA
Picumnus lafresnayi;MODERN;10;FLORENCIA
Picumnus squamulatus;MODERN;1;FLORENCIA
Pitangus lictor;MODERN;5;FLORENCIA
Pitangus sulphuratus;MODERN;15;FLORENCIA
Poecilotriccus latirostris;MODERN;23;FLORENCIA
Psarocolius angustifrons;MODERN;34;FLORENCIA
Psarocolius decumanus;MODERN;14;FLORENCIA
Pteroglossus castanotis;MODERN;15;FLORENCIA
Pteroglossus pluricinctus;MODERN;3;FLORENCIA
Ramphastos tucanus;MODERN;1;FLORENCIA
Ramphocelus carbo;MODERN;97;FLORENCIA
Ramphocelus nigrogularis;MODERN;2;FLORENCIA
Ramphotrigon megacephalum;MODERN;1;FLORENCIA
Rhynchocyclus olivaceus;MODERN;5;FLORENCIA
Rupornis magnirostris;MODERN;21;FLORENCIA
Saltator coerulescens;MODERN;3;FLORENCIA
Saltator maximus;MODERN;18;FLORENCIA
Schiffornis major;MODERN;2;FLORENCIA
Schistochlamys melanopis;MODERN;2;FLORENCIA
Sicalis flaveola;MODERN;6;FLORENCIA
Sporophila angolensis;MODERN;17;FLORENCIA
Sporophila castaneiventris;MODERN;2;FLORENCIA
Sporophila murallae;MODERN;2;FLORENCIA
Stelgidopteryx ruficollis;MODERN;1;FLORENCIA
Synallaxis albigularis;MODERN;2;FLORENCIA
Syrigma sibilatrix;MODERN;6;FLORENCIA
Tachornis squamata;MODERN;7;FLORENCIA
Tachycineta albiventer;MODERN;5;FLORENCIA
Tachyphonus rufus;MODERN;3;FLORENCIA
Tangara gyrola;MODERN;5;FLORENCIA
Tangara mexicana;MODERN;13;FLORENCIA
Tapera naevia;MODERN;5;FLORENCIA
Thalurania furcata;MODERN;3;FLORENCIA
Thraupis episcopus;MODERN;35;FLORENCIA
Thraupis palmarum;MODERN;19;FLORENCIA
Tigrisoma lineatum;MODERN;3;FLORENCIA
Tityra cayana;MODERN;4;FLORENCIA
Todirostrum chrysocrotaphum;MODERN;15;FLORENCIA
Todirostrum cinereum;MODERN;5;FLORENCIA
Tolmomyias flaviventris;MODERN;5;FLORENCIA
Tolmomyias poliocephalus;MODERN;29;FLORENCIA
Tolmomyias sulphurescens;MODERN;5;FLORENCIA
Troglodytes aedon;MODERN;4;FLORENCIA
Trogon viridis;MODERN;18;FLORENCIA
Turdus ignobilis;MODERN;24;FLORENCIA
Tyrannulus elatus;MODERN;10;FLORENCIA
Tyrannus melancholicus;MODERN;68;FLORENCIA
Vanellus cayanus;MODERN;2;FLORENCIA
Vanellus chilensis;MODERN;12;FLORENCIA
Volatinia jacarina;MODERN;25;FLORENCIA
Zimmerius gracilipes;MODERN;3;FLORENCIA
Adelomyia melanogenys;HISTORICAL;3;FUSAGASUGA
Aglaiocercus kingii;HISTORICAL;6;FUSAGASUGA
Amazilia tzacatl;HISTORICAL;1;FUSAGASUGA
Amblycercus holosericeus;HISTORICAL;1;FUSAGASUGA
Ampelion rubrocristatus;HISTORICAL;2;FUSAGASUGA
Anabacerthia striaticollis;HISTORICAL;3;FUSAGASUGA
Anisognathus igniventris;HISTORICAL;4;FUSAGASUGA
Anisognathus somptuosus;HISTORICAL;4;FUSAGASUGA
Ara severus;HISTORICAL;1;FUSAGASUGA
Arremon assimilis;HISTORICAL;2;FUSAGASUGA
Arremon brunneinucha;HISTORICAL;4;FUSAGASUGA
Asthenes fuliginosa;HISTORICAL;1;FUSAGASUGA
Atlapetes albinucha;HISTORICAL;6;FUSAGASUGA
Atlapetes albofrenatus;HISTORICAL;6;FUSAGASUGA
Atlapetes pallidinucha;HISTORICAL;5;FUSAGASUGA
Atlapetes schistaceus;HISTORICAL;8;FUSAGASUGA
Aulacorhynchus albivitta;HISTORICAL;6;FUSAGASUGA
Basileuterus rufifrons;HISTORICAL;1;FUSAGASUGA
Basileuterus tristriatus;HISTORICAL;3;FUSAGASUGA
Boissonneaua flavescens;HISTORICAL;4;FUSAGASUGA
Buteo platypterus;HISTORICAL;1;FUSAGASUGA
Buthraupis montana;HISTORICAL;3;FUSAGASUGA
Cacicus uropygialis;HISTORICAL;1;FUSAGASUGA
Campephilus pollens;HISTORICAL;1;FUSAGASUGA
Campylorhamphus pusillus;HISTORICAL;1;FUSAGASUGA
Cardellina canadensis;HISTORICAL;3;FUSAGASUGA
Chaetocercus heliodor;HISTORICAL;1;FUSAGASUGA
Chalcothraupis ruficervix;HISTORICAL;4;FUSAGASUGA
Chlorophanes spiza;HISTORICAL;4;FUSAGASUGA
Chlorornis riefferii;HISTORICAL;1;FUSAGASUGA
Chlorospingus canigularis;HISTORICAL;9;FUSAGASUGA
Chlorospingus flavopectus;HISTORICAL;3;FUSAGASUGA
Chrysomus icterocephalus;HISTORICAL;1;FUSAGASUGA
Cinclus leucocephalus;HISTORICAL;1;FUSAGASUGA
Cinnycerthia olivascens;HISTORICAL;2;FUSAGASUGA
Cinnycerthia unirufa;HISTORICAL;8;FUSAGASUGA
Cnemathraupis eximia;HISTORICAL;2;FUSAGASUGA
Cnemoscopus rubrirostris;HISTORICAL;1;FUSAGASUGA
Coccyzus melacoryphus;HISTORICAL;1;FUSAGASUGA
Coeligena bonapartei;HISTORICAL;3;FUSAGASUGA
Coeligena coeligena;HISTORICAL;1;FUSAGASUGA
Coeligena torquata;HISTORICAL;14;FUSAGASUGA
Colaptes rivolii;HISTORICAL;3;FUSAGASUGA
Colinus cristatus;HISTORICAL;1;FUSAGASUGA
Conirostrum albifrons;HISTORICAL;7;FUSAGASUGA
Conirostrum leucogenys;HISTORICAL;1;FUSAGASUGA
Conirostrum rufum;HISTORICAL;2;FUSAGASUGA
Conirostrum sitticolor;HISTORICAL;4;FUSAGASUGA
Conopias cinchoneti;HISTORICAL;1;FUSAGASUGA
Contopus fumigatus;HISTORICAL;9;FUSAGASUGA
Cranioleuca curtata;HISTORICAL;3;FUSAGASUGA
Crotophaga ani;HISTORICAL;1;FUSAGASUGA
Cyanocorax yncas;HISTORICAL;3;FUSAGASUGA
Cyclarhis nigrirostris;HISTORICAL;1;FUSAGASUGA
Dendrocolaptes picumnus;HISTORICAL;1;FUSAGASUGA
Diglossa albilatera;HISTORICAL;19;FUSAGASUGA
Diglossa caerulescens;HISTORICAL;3;FUSAGASUGA
Diglossa cyanea;HISTORICAL;17;FUSAGASUGA
Diglossa humeralis;HISTORICAL;4;FUSAGASUGA
Dryobates dignus;HISTORICAL;1;FUSAGASUGA
Dryobates fumigatus;HISTORICAL;4;FUSAGASUGA
Dubusia taeniata;HISTORICAL;3;FUSAGASUGA
Elaenia chiriquensis;HISTORICAL;1;FUSAGASUGA
Elaenia frantzii;HISTORICAL;3;FUSAGASUGA
Ensifera ensifera;HISTORICAL;1;FUSAGASUGA
Eriocnemis vestita;HISTORICAL;4;FUSAGASUGA
Euchrepomis callinota;HISTORICAL;2;FUSAGASUGA
Eutoxeres aquila;HISTORICAL;1;FUSAGASUGA
Falco sparverius;HISTORICAL;3;FUSAGASUGA
Formicivora grisea;HISTORICAL;1;FUSAGASUGA
Grallaria hypoleuca;HISTORICAL;6;FUSAGASUGA
Grallaria nuchalis;HISTORICAL;1;FUSAGASUGA
Grallaria ruficapilla;HISTORICAL;3;FUSAGASUGA
Hapalopsittaca amazonina;HISTORICAL;3;FUSAGASUGA
Haplophaedia aureliae;HISTORICAL;2;FUSAGASUGA
Heliangelus exortis;HISTORICAL;19;FUSAGASUGA
Heliodoxa rubinoides;HISTORICAL;1;FUSAGASUGA
Hellmayrea gularis;HISTORICAL;1;FUSAGASUGA
Henicorhina leucophrys;HISTORICAL;15;FUSAGASUGA
Icterus chrysater;HISTORICAL;4;FUSAGASUGA
Iridosornis rufivertex;HISTORICAL;1;FUSAGASUGA
Lafresnaya lafresnayi;HISTORICAL;2;FUSAGASUGA
Lepidocolaptes lacrymiger;HISTORICAL;4;FUSAGASUGA
Leptopogon rufipectus;HISTORICAL;4;FUSAGASUGA
Lipaugus fuscocinereus;HISTORICAL;4;FUSAGASUGA
Lophotriccus pileatus;HISTORICAL;1;FUSAGASUGA
Lurocalis rufiventris;HISTORICAL;4;FUSAGASUGA
Lurocalis semitorquatus;HISTORICAL;4;FUSAGASUGA
Margarornis squamiger;HISTORICAL;4;FUSAGASUGA
Masius chrysopterus;HISTORICAL;10;FUSAGASUGA
Mecocerculus leucophrys;HISTORICAL;7;FUSAGASUGA
Mecocerculus poecilocercus;HISTORICAL;5;FUSAGASUGA
Metallura tyrianthina;HISTORICAL;1;FUSAGASUGA
Mionectes oleagineus;HISTORICAL;1;FUSAGASUGA
Mionectes striaticollis;HISTORICAL;3;FUSAGASUGA
Myadestes ralloides;HISTORICAL;4;FUSAGASUGA
Myioborus miniatus;HISTORICAL;14;FUSAGASUGA
Myioborus ornatus;HISTORICAL;5;FUSAGASUGA
Myiophobus flavicans;HISTORICAL;4;FUSAGASUGA
Myiothlypis coronata;HISTORICAL;8;FUSAGASUGA
Myiothlypis nigrocristata;HISTORICAL;4;FUSAGASUGA
Myiotriccus ornatus;HISTORICAL;4;FUSAGASUGA
Myiozetetes cayanensis;HISTORICAL;1;FUSAGASUGA
Myornis senilis;HISTORICAL;1;FUSAGASUGA
Myrmotherula schisticolor;HISTORICAL;1;FUSAGASUGA
Nephelomyias pulcher;HISTORICAL;4;FUSAGASUGA
Ochthoeca cinnamomeiventris;HISTORICAL;2;FUSAGASUGA
Ochthoeca diadema;HISTORICAL;2;FUSAGASUGA
Ochthoeca fumicolor;HISTORICAL;3;FUSAGASUGA
Ocreatus underwoodii;HISTORICAL;2;FUSAGASUGA
Orochelidon murina;HISTORICAL;9;FUSAGASUGA
Ortalis columbiana;HISTORICAL;1;FUSAGASUGA
Pachyramphus polychopterus;HISTORICAL;3;FUSAGASUGA
Pachyramphus versicolor;HISTORICAL;3;FUSAGASUGA
Phaeomyias murina;HISTORICAL;1;FUSAGASUGA
Pheugopedius fasciatoventris;HISTORICAL;1;FUSAGASUGA
Phylloscartes poecilotis;HISTORICAL;1;FUSAGASUGA
Picumnus olivaceus;HISTORICAL;1;FUSAGASUGA
Pionus chalcopterus;HISTORICAL;3;FUSAGASUGA
Pionus tumultuosus;HISTORICAL;3;FUSAGASUGA
Pipraeidea melanonota;HISTORICAL;5;FUSAGASUGA
Pipreola riefferii;HISTORICAL;9;FUSAGASUGA
Piranga leucoptera;HISTORICAL;1;FUSAGASUGA
Premnoplex brunnescens;HISTORICAL;1;FUSAGASUGA
Premnornis guttuliger;HISTORICAL;2;FUSAGASUGA
Psarocolius angustifrons;HISTORICAL;3;FUSAGASUGA
Pseudocolaptes boissonneautii;HISTORICAL;2;FUSAGASUGA
Pseudotriccus ruficeps;HISTORICAL;2;FUSAGASUGA
Pyrrhomyias cinnamomeus;HISTORICAL;6;FUSAGASUGA
Pyrrhura calliptera;HISTORICAL;8;FUSAGASUGA
Ramphastos ambiguus;HISTORICAL;1;FUSAGASUGA
Ramphomicron microrhynchum;HISTORICAL;3;FUSAGASUGA
Rhynchocyclus fulvipectus;HISTORICAL;1;FUSAGASUGA
Saltator atripennis;HISTORICAL;5;FUSAGASUGA
Saltator striatipectus;HISTORICAL;2;FUSAGASUGA
Schistes geoffroyi;HISTORICAL;2;FUSAGASUGA
Scytalopus griseicollis;HISTORICAL;3;FUSAGASUGA
Scytalopus latrans;HISTORICAL;7;FUSAGASUGA
Serpophaga cinerea;HISTORICAL;2;FUSAGASUGA
Setophaga fusca;HISTORICAL;2;FUSAGASUGA
Siptornis striaticollis;HISTORICAL;1;FUSAGASUGA
Sphenopsis frontalis;HISTORICAL;4;FUSAGASUGA
Sphenopsis melanotis;HISTORICAL;3;FUSAGASUGA
Spinus psaltria;HISTORICAL;1;FUSAGASUGA
Spinus spinescens;HISTORICAL;2;FUSAGASUGA
Spinus xanthogastrus;HISTORICAL;1;FUSAGASUGA
Sporathraupis cyanocephala;HISTORICAL;2;FUSAGASUGA
Stilpnia cyanicollis;HISTORICAL;2;FUSAGASUGA
Stilpnia heinei;HISTORICAL;14;FUSAGASUGA
Stilpnia vitriolina;HISTORICAL;3;FUSAGASUGA
Streptoprocne rutila;HISTORICAL;1;FUSAGASUGA
Sturnella magna;HISTORICAL;2;FUSAGASUGA
Synallaxis unirufa;HISTORICAL;11;FUSAGASUGA
Syndactyla subalaris;HISTORICAL;1;FUSAGASUGA
Tachyphonus rufus;HISTORICAL;4;FUSAGASUGA
Tangara arthus;HISTORICAL;7;FUSAGASUGA
Tangara gyrola;HISTORICAL;2;FUSAGASUGA
Tangara labradorides;HISTORICAL;14;FUSAGASUGA
Tangara nigroviridis;HISTORICAL;12;FUSAGASUGA
Tangara parzudakii;HISTORICAL;4;FUSAGASUGA
Tangara vassorii;HISTORICAL;11;FUSAGASUGA
Thamnophilus multistriatus;HISTORICAL;1;FUSAGASUGA
Thamnophilus unicolor;HISTORICAL;7;FUSAGASUGA
Thraupis episcopus;HISTORICAL;2;FUSAGASUGA
Thraupis palmarum;HISTORICAL;1;FUSAGASUGA
Todirostrum cinereum;HISTORICAL;2;FUSAGASUGA
Troglodytes aedon;HISTORICAL;4;FUSAGASUGA
Troglodytes solstitialis;HISTORICAL;6;FUSAGASUGA
Trogon personatus;HISTORICAL;1;FUSAGASUGA
Turdus fuscater;HISTORICAL;1;FUSAGASUGA
Turdus ignobilis;HISTORICAL;5;FUSAGASUGA
Tyrannus melancholicus;HISTORICAL;1;FUSAGASUGA
Uromyias agilis;HISTORICAL;1;FUSAGASUGA
Vireo leucophrys;HISTORICAL;7;FUSAGASUGA
Volatinia jacarina;HISTORICAL;1;FUSAGASUGA
Xenops rutilans;HISTORICAL;4;FUSAGASUGA
Xiphocolaptes promeropirhynchus;HISTORICAL;8;FUSAGASUGA
Xiphorhynchus triangularis;HISTORICAL;6;FUSAGASUGA
Zimmerius chrysops;HISTORICAL;10;FUSAGASUGA
Zonotrichia capensis;HISTORICAL;9;FUSAGASUGA
Adelomyia melanogenys;MODERN;11;FUSAGASUGA
Aglaiocercus kingii;MODERN;10;FUSAGASUGA
Amblycercus holosericeus;MODERN;5;FUSAGASUGA
Anabacerthia striaticollis;MODERN;1;FUSAGASUGA
Anisognathus igniventris;MODERN;39;FUSAGASUGA
Arremon assimilis;MODERN;10;FUSAGASUGA
Arremon brunneinucha;MODERN;11;FUSAGASUGA
Atlapetes albofrenatus;MODERN;14;FUSAGASUGA
Atlapetes pallidinucha;MODERN;16;FUSAGASUGA
Atlapetes schistaceus;MODERN;11;FUSAGASUGA
Aulacorhynchus albivitta;MODERN;14;FUSAGASUGA
Basileuterus tristriatus;MODERN;5;FUSAGASUGA
Boissonneaua flavescens;MODERN;4;FUSAGASUGA
Bubulcus ibis;MODERN;16;FUSAGASUGA
Buteo platypterus;MODERN;1;FUSAGASUGA
Buthraupis montana;MODERN;1;FUSAGASUGA
Campylorhamphus pusillus;MODERN;1;FUSAGASUGA
Cardellina canadensis;MODERN;2;FUSAGASUGA
Catamblyrhynchus diadema;MODERN;2;FUSAGASUGA
Catharus fuscater;MODERN;1;FUSAGASUGA
Catharus ustulatus;MODERN;10;FUSAGASUGA
Chaetocercus mulsant;MODERN;1;FUSAGASUGA
Chlorophonia cyanocephala;MODERN;2;FUSAGASUGA
Chlorornis riefferii;MODERN;7;FUSAGASUGA
Chlorospingus canigularis;MODERN;3;FUSAGASUGA
Chlorospingus flavopectus;MODERN;11;FUSAGASUGA
Cinnycerthia olivascens;MODERN;6;FUSAGASUGA
Cinnycerthia unirufa;MODERN;17;FUSAGASUGA
Coeligena bonapartei;MODERN;16;FUSAGASUGA
Coeligena coeligena;MODERN;6;FUSAGASUGA
Coeligena torquata;MODERN;22;FUSAGASUGA
Colaptes rivolii;MODERN;1;FUSAGASUGA
Colibri cyanotus;MODERN;41;FUSAGASUGA
Conirostrum albifrons;MODERN;1;FUSAGASUGA
Conirostrum rufum;MODERN;5;FUSAGASUGA
Conirostrum sitticolor;MODERN;4;FUSAGASUGA
Cranioleuca curtata;MODERN;1;FUSAGASUGA
Cyanocorax yncas;MODERN;6;FUSAGASUGA
Diglossa albilatera;MODERN;14;FUSAGASUGA
Diglossa caerulescens;MODERN;13;FUSAGASUGA
Diglossa cyanea;MODERN;17;FUSAGASUGA
Diglossa humeralis;MODERN;11;FUSAGASUGA
Doryfera ludovicae;MODERN;13;FUSAGASUGA
Dryobates fumigatus;MODERN;3;FUSAGASUGA
Dubusia taeniata;MODERN;3;FUSAGASUGA
Elaenia flavogaster;MODERN;1;FUSAGASUGA
Elaenia frantzii;MODERN;6;FUSAGASUGA
Eriocnemis vestita;MODERN;11;FUSAGASUGA
Eubucco bourcierii;MODERN;2;FUSAGASUGA
Eutoxeres aquila;MODERN;2;FUSAGASUGA
Grallaria ruficapilla;MODERN;6;FUSAGASUGA
Grallaria rufula;MODERN;1;FUSAGASUGA
Grallaricula nana;MODERN;1;FUSAGASUGA
Haplophaedia aureliae;MODERN;14;FUSAGASUGA
Heliangelus exortis;MODERN;20;FUSAGASUGA
Heliodoxa rubinoides;MODERN;1;FUSAGASUGA
Hellmayrea gularis;MODERN;9;FUSAGASUGA
Hemitriccus granadensis;MODERN;1;FUSAGASUGA
Henicorhina leucophrys;MODERN;59;FUSAGASUGA
Icterus chrysater;MODERN;10;FUSAGASUGA
Kleinothraupis atropileus;MODERN;2;FUSAGASUGA
Lafresnaya lafresnayi;MODERN;13;FUSAGASUGA
Legatus leucophaius;MODERN;1;FUSAGASUGA
Leiothlypis peregrina;MODERN;1;FUSAGASUGA
Lepidocolaptes lacrymiger;MODERN;5;FUSAGASUGA
Leptopogon rufipectus;MODERN;4;FUSAGASUGA
Margarornis squamiger;MODERN;3;FUSAGASUGA
Masius chrysopterus;MODERN;2;FUSAGASUGA
Mecocerculus leucophrys;MODERN;37;FUSAGASUGA
Melanerpes formicivorus;MODERN;2;FUSAGASUGA
Metallura tyrianthina;MODERN;14;FUSAGASUGA
Mionectes olivaceus;MODERN;2;FUSAGASUGA
Mionectes striaticollis;MODERN;3;FUSAGASUGA
Mniotilta varia;MODERN;1;FUSAGASUGA
Myadestes ralloides;MODERN;17;FUSAGASUGA
Myiarchus cephalotes;MODERN;1;FUSAGASUGA
Myioborus miniatus;MODERN;10;FUSAGASUGA
Myioborus ornatus;MODERN;13;FUSAGASUGA
Myiodynastes chrysocephalus;MODERN;2;FUSAGASUGA
Myiophobus flavicans;MODERN;3;FUSAGASUGA
Myiotheretes fumigatus;MODERN;3;FUSAGASUGA
Myiothlypis coronata;MODERN;9;FUSAGASUGA
Myiothlypis luteoviridis;MODERN;6;FUSAGASUGA
Myiothlypis nigrocristata;MODERN;25;FUSAGASUGA
Myornis senilis;MODERN;1;FUSAGASUGA
Ochthoeca cinnamomeiventris;MODERN;8;FUSAGASUGA
Ochthoeca diadema;MODERN;11;FUSAGASUGA
Ocreatus underwoodii;MODERN;9;FUSAGASUGA
Orochelidon murina;MODERN;43;FUSAGASUGA
Pachyramphus versicolor;MODERN;4;FUSAGASUGA
Phylloscartes ophthalmicus;MODERN;2;FUSAGASUGA
Piaya cayana;MODERN;1;FUSAGASUGA
Pipraeidea melanonota;MODERN;1;FUSAGASUGA
Pipreola riefferii;MODERN;11;FUSAGASUGA
Piranga rubra;MODERN;1;FUSAGASUGA
Poecilotriccus ruficeps;MODERN;4;FUSAGASUGA
Premnornis guttuliger;MODERN;10;FUSAGASUGA
Pseudocolaptes boissonneautii;MODERN;2;FUSAGASUGA
Pseudotriccus ruficeps;MODERN;2;FUSAGASUGA
Pygochelidon cyanoleuca;MODERN;21;FUSAGASUGA
Pyrrhomyias cinnamomeus;MODERN;20;FUSAGASUGA
Rupornis magnirostris;MODERN;3;FUSAGASUGA
Saucerottia cyanifrons;MODERN;2;FUSAGASUGA
Scytalopus latrans;MODERN;14;FUSAGASUGA
Scytalopus spillmanni;MODERN;6;FUSAGASUGA
Setophaga fusca;MODERN;12;FUSAGASUGA
Sicalis luteola;MODERN;1;FUSAGASUGA
Sphenopsis frontalis;MODERN;8;FUSAGASUGA
Spinus spinescens;MODERN;26;FUSAGASUGA
Sporathraupis cyanocephala;MODERN;17;FUSAGASUGA
Stilpnia heinei;MODERN;6;FUSAGASUGA
Stilpnia vitriolina;MODERN;2;FUSAGASUGA
Sturnella magna;MODERN;20;FUSAGASUGA
Synallaxis subpudica;MODERN;6;FUSAGASUGA
Synallaxis unirufa;MODERN;13;FUSAGASUGA
Syndactyla subalaris;MODERN;2;FUSAGASUGA
Tangara labradorides;MODERN;2;FUSAGASUGA
Tangara nigroviridis;MODERN;16;FUSAGASUGA
Tangara parzudakii;MODERN;5;FUSAGASUGA
Tangara vassorii;MODERN;17;FUSAGASUGA
Thlypopsis superciliaris;MODERN;3;FUSAGASUGA
Thraupis palmarum;MODERN;2;FUSAGASUGA
Thripadectes holostictus;MODERN;4;FUSAGASUGA
Tiaris olivaceus;MODERN;3;FUSAGASUGA
Troglodytes aedon;MODERN;16;FUSAGASUGA
Troglodytes solstitialis;MODERN;1;FUSAGASUGA
Turdus fuscater;MODERN;52;FUSAGASUGA
Turdus ignobilis;MODERN;2;FUSAGASUGA
Uranomitra franciae;MODERN;1;FUSAGASUGA
Uromyias agilis;MODERN;2;FUSAGASUGA
Vanellus chilensis;MODERN;3;FUSAGASUGA
Vireo leucophrys;MODERN;1;FUSAGASUGA
Xenops rutilans;MODERN;3;FUSAGASUGA
Zenaida auriculata;MODERN;11;FUSAGASUGA
Zimmerius chrysops;MODERN;11;FUSAGASUGA
Zonotrichia capensis;MODERN;165;FUSAGASUGA
